id,has_website,is_scraped,is_filtered
1311795604,True,True,False
1351136419,,False,False
1365685924,,False,False
1413518398,,False,False
1419909105,,False,False
1445580305,,False,False
1526547917,,False,False
1744162452,,False,False
1889979617,,False,False
1941501667,,False,False
2069912786,,False,False
2291603685,True,True,False
2291657886,True,True,False
2292064950,True,True,False
2338138994,,False,False
2342468041,True,False,False
2370918285,True,False,False
2371476484,,False,False
2371476986,,False,False
2459508684,,False,False
2499314062,,False,False
2518861132,True,True,False
2530618826,,False,False
2571052170,True,False,False
2653437571,True,False,False
3284697053,,False,False
3607798639,,False,False
3695813966,,False,False
3708163009,,False,False
3716603075,,False,False
3743259027,,False,False
3743259033,,False,False
3782309121,True,True,False
3927098664,True,True,False
4032360489,,False,False
4160817573,,False,False
4170102037,True,True,False
4205784646,True,True,False
4232261389,True,True,False
4325365491,True,True,False
4366987753,True,False,False
4416201794,,False,False
4449242558,,False,False
4705448069,,False,False
4782996293,,False,False
4783000163,True,True,False
5706095223,True,True,False
5764247455,True,False,False
5851132975,True,True,False
5852260453,,False,False
5911558673,,False,False
6070742044,,False,False
6169409886,,False,False
6324181691,,False,False
6443357186,,False,False
6461054587,,False,False
6486480344,True,True,False
7443294874,True,True,False
7501387098,True,False,False
7768939391,,False,False
7886916886,,False,False
8866572017,,False,False
9065279451,True,True,False
9216061663,,False,False
9272857981,,False,False
9809207418,,False,False
9816522861,True,True,False
9936066117,True,True,False
9997897959,True,True,False
10097247159,True,True,False
10221414303,,False,False
10296799348,True,True,False
10929111899,,False,False
10934897116,True,False,False
11044664406,True,True,False
11085084446,True,True,False
11242066593,True,True,False
11386412508,,False,False
12165018644,True,True,False
12241937974,True,True,False
12842240843,,False,False
460448894,True,True,False
528517477,,False,False
617612329,True,False,False
617612331,,False,False
629039199,True,False,False
656492497,True,True,False
707091080,,False,False
725251865,,False,False
840604891,True,True,False
855322927,,False,False
870487407,True,False,False
870490712,,False,False
897047042,,False,False
897047059,True,True,False
897590854,,False,False
929127624,True,True,False
966027829,True,True,False
1078650659,,False,False
1168522655,,False,False
1170039629,,False,False
1286683101,,False,False
1286683110,,False,False
1431923453,,False,False
1457759826,,False,False
1457836088,True,False,False
1494691565,,False,False
1520133503,True,True,False
1520142588,True,False,False
1528796172,True,True,False
1634633918,,False,False
1635105464,,False,False
1641072910,,False,False
1642189130,True,True,False
1707498873,,False,False
1712594805,,False,False
1723638568,,False,False
1747520640,,False,False
1770808534,,False,False
1770873447,True,False,False
1770928526,,False,False
1794159970,,False,False
1802010731,,False,False
1804876720,True,True,False
1807261252,,False,False
1816288702,True,True,False
1819025247,,False,False
1852217619,,False,False
1865400122,,False,False
1866369361,True,True,False
1871628926,,False,False
1871628927,,False,False
1871628929,,False,False
1874485627,True,False,False
1924313288,,False,False
1927574909,True,True,False
1927574938,,False,False
1929157265,True,True,False
1936597001,,False,False
1982012173,,False,False
2009749211,True,False,False
2019971434,,False,False
2050875955,True,True,False
2068621849,,False,False
2080614846,,False,False
2080614955,,False,False
2082550220,,False,False
2099432663,,False,False
2101429180,True,True,False
2110709924,,False,False
2111992894,True,True,False
2117800738,,False,False
2120962502,,False,False
2129447300,,False,False
2129892554,,False,False
2157985921,True,True,False
2164356574,,False,False
2166870345,True,True,False
2169156789,,False,False
2169156852,True,True,False
2175850014,,False,False
2177666214,,False,False
2188913090,,False,False
2188913108,True,False,False
2188913109,True,True,False
2217025871,,False,False
